,,A,B.E.,CDS-PP,CH,IL,JPP,L,MAS,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPM,PS,PTP,PURP,R.I.R.
170505,3168,4,91,163,8,5,,10,,,5,23,48,14,1,4,548,3,575,,,7
170508,1264,1,15,45,3,6,,1,,,3,6,5,8,3,0,211,0,225,,,1
170509,973,0,6,53,1,0,,0,,,1,3,5,1,2,2,174,0,101,,,0
170510,631,1,11,38,0,1,,1,,,1,2,2,0,3,0,91,1,94,,,1
170601,562,0,17,11,3,0,,0,,,0,0,4,2,1,0,64,1,146,,,3
170603,411,0,3,2,4,0,,0,,,0,0,0,0,0,0,42,0,28,,,0
170604,1155,1,10,15,1,1,,0,,,0,1,0,0,0,0,155,0,144,,,2
170607,188,0,0,2,0,0,,1,,,0,0,1,0,0,0,36,0,55,,,1
170609,385,1,3,1,1,0,,0,,,0,2,5,3,0,0,59,0,93,,,2
170612,309,0,1,4,2,0,,0,,,0,0,2,1,1,0,40,0,74,,,0
170616,325,0,0,0,0,0,,0,,,0,0,0,0,0,0,3,0,3,,,0
170618,234,0,1,0,0,1,,0,,,0,0,1,0,0,0,18,0,79,,,2
170619,201,0,2,2,0,0,,0,,,0,0,1,0,0,0,44,0,37,,,0
170623,293,0,1,8,1,1,,0,,,0,2,1,1,0,0,36,0,58,,,0
170625,280,0,0,2,2,0,,0,,,0,2,0,0,0,0,34,0,44,,,0
170626,1608,3,34,33,2,1,,2,,,1,7,12,12,1,0,266,0,366,,,3
170627,295,0,4,1,1,0,,0,,,0,1,4,1,0,0,32,0,70,,,0
170629,466,0,2,4,1,0,,0,,,0,0,0,1,0,0,39,0,35,,,0
170631,271,0,9,6,1,1,,0,,,0,0,0,1,0,0,21,1,33,,,0
170632,181,0,6,3,0,0,,0,,,0,0,0,0,1,0,28,0,42,,,0
170635,276,0,1,5,0,0,,0,,,0,0,1,0,0,0,52,0,86,,,0
170636,641,0,4,4,2,0,,0,,,0,2,1,2,0,2,75,0,75,,,0
170637,598,2,8,6,1,0,,0,,,0,2,2,0,0,0,62,0,76,,,2
170638,2191,8,59,29,4,5,,6,,,0,22,21,5,0,1,410,1,383,,,7
170639,577,1,7,1,1,1,,0,,,0,4,0,1,0,0,64,0,78,,,1
170640,427,0,4,1,0,0,,0,,,0,0,3,0,0,0,49,0,90,,,0
170641,522,2,6,5,2,0,,0,,,0,1,0,2,0,0,83,1,105,,,4
170642,1017,2,15,12,4,0,,1,,,0,5,5,2,1,0,130,2,209,,,0
170643,847,0,7,8,0,1,,1,,,0,3,2,1,0,0,109,0,107,,,1
170701,1110,1,18,29,1,0,,1,,,1,5,13,5,0,1,207,0,221,,,0
170703,719,3,7,16,0,1,,0,,,1,2,1,2,0,0,92,2,90,,,0
170704,763,0,10,14,3,0,,2,,,1,5,5,4,0,0,109,0,131,,,4
170705,2007,5,62,47,6,1,,3,,,2,15,16,7,1,3,485,0,318,,,6
170708,397,1,0,5,0,0,,1,,,0,0,1,1,0,0,93,0,52,,,2
170710,596,0,13,7,2,0,,0,,,0,2,3,1,1,1,93,1,120,,,0
170711,1017,3,28,32,3,3,,3,,,2,8,9,3,0,1,221,0,153,,,1
170802,665,3,27,12,2,1,,3,,,1,7,12,4,0,0,114,1,125,,,1
170805,1005,1,33,19,4,0,,1,,,1,6,9,4,2,0,128,1,214,,,4
170809,1067,0,15,13,2,0,,1,,,0,8,4,1,0,0,115,0,166,,,2
170810,837,2,25,9,2,2,,4,,,0,3,14,1,2,0,105,1,154,,,1
170813,977,0,8,24,2,0,,1,,,1,2,10,9,1,0,140,2,120,,,1
170814,887,1,8,19,1,0,,1,,,0,8,10,6,0,1,141,1,126,,,1
170815,8837,37,301,137,39,17,,20,,,4,69,175,17,1,6,1469,10,1864,,,21
170816,1408,4,31,13,8,1,,4,,,0,6,12,3,0,1,186,0,248,,,0
170901,288,3,2,17,0,0,,2,,,0,0,2,3,0,0,56,2,40,,,2
170902,703,0,4,6,0,0,,0,,,0,0,0,0,0,0,83,0,61,,,1
170906,993,1,13,14,0,0,,1,,,1,1,2,4,1,1,75,1,190,,,1
170908,2846,5,57,80,4,5,,2,,,0,13,37,7,2,2,404,3,507,,,4
170909,3785,0,62,73,9,2,,2,,,2,7,20,6,1,2,586,7,667,,,14
171001,202,0,7,3,2,0,,1,,,0,2,2,1,0,0,35,0,48,,,3
171002,420,4,12,9,0,0,,2,,,1,5,6,1,0,1,66,1,93,,,3
171004,293,0,6,7,0,0,,0,,,0,1,3,1,0,0,49,1,29,,,2
171005,311,2,8,13,1,0,,2,,,0,2,2,0,0,0,88,1,54,,,3
171007,777,6,16,12,3,2,,3,,,0,6,9,2,1,2,95,1,126,,,0
171009,1082,3,45,11,1,3,,2,,,1,10,30,2,2,1,214,1,272,,,5
171011,450,2,14,7,0,0,,0,,,0,1,3,1,0,0,48,0,78,,,3
171013,526,0,8,7,0,2,,2,,,0,3,3,2,0,0,83,0,97,,,1
171014,382,0,8,10,2,1,,0,,,0,2,4,1,1,0,95,0,43,,,2
171015,280,0,7,5,2,0,,0,,,0,2,1,0,0,0,47,0,42,,,1
171016,505,0,16,12,0,1,,1,,,0,4,1,1,1,0,73,0,123,,,9
171017,1162,2,36,20,4,1,,1,,,1,8,8,5,1,2,153,1,192,,,8
171101,440,1,16,8,1,2,,1,,,0,2,6,1,0,0,65,1,140,,,1
171102,1155,2,27,33,1,2,,5,,,3,11,10,5,0,1,187,5,250,,,5
171103,1009,1,14,15,1,3,,0,,,1,8,5,1,0,0,127,2,198,,,6
171106,501,1,24,13,0,0,,0,,,0,4,4,2,0,0,79,0,119,,,2
171110,810,6,19,12,4,1,,1,,,0,9,3,3,0,1,127,0,183,,,1
171111,2721,4,92,71,13,12,,9,,,0,17,36,10,3,3,399,3,558,,,6
171112,724,1,20,5,2,1,,2,,,1,4,9,2,0,0,144,0,175,,,0
171201,395,0,2,9,0,0,,0,,,0,6,0,2,2,1,97,0,61,,,0
171203,630,1,3,15,1,1,,0,,,1,2,2,3,1,0,175,0,91,,,1
171205,553,0,2,9,0,0,,0,,,0,1,1,1,0,0,125,0,54,,,1
171206,292,1,6,8,0,0,,1,,,0,0,3,0,0,0,48,1,25,,,0
171209,755,1,12,18,3,1,,1,,,2,8,1,0,1,0,140,1,84,,,1
171211,344,0,1,2,0,0,,1,,,0,0,1,0,0,0,120,0,56,,,0
171212,805,3,8,21,1,0,,0,,,1,1,1,1,2,0,208,1,63,,,2
171215,455,0,1,9,1,1,,1,,,0,0,3,1,1,0,77,1,42,,,2
171216,494,0,13,4,0,0,,1,,,0,4,1,1,0,0,111,1,80,,,3
171217,421,0,1,3,0,1,,0,,,0,3,2,0,0,0,95,0,54,,,0
171219,363,0,6,10,1,0,,1,,,2,1,0,1,1,0,101,0,56,,,2
171220,471,0,9,11,0,0,,0,,,0,3,1,1,0,1,134,1,43,,,1
171221,884,2,4,16,1,1,,1,,,0,1,1,0,0,2,192,2,28,,,2
171222,821,2,6,6,0,0,,0,,,0,2,0,1,1,1,123,0,115,,,1
171223,333,0,7,8,1,0,,0,,,2,0,1,3,1,0,72,0,58,,,1
171224,319,0,3,10,0,0,,0,,,0,0,0,2,0,0,101,0,14,,,3
171227,284,0,2,22,1,0,,0,,,0,0,2,2,0,0,58,1,32,,,0
171229,530,3,8,13,1,0,,0,,,0,5,4,2,0,0,131,0,44,,,0
171230,274,0,3,6,2,0,,2,,,1,2,1,0,0,1,112,1,23,,,0
171231,1045,10,21,32,5,4,,1,,,0,7,3,2,0,0,210,0,107,,,3
171232,2085,5,25,63,10,0,,4,,,2,9,10,3,2,0,548,3,160,,,8
171233,899,2,10,17,7,0,,0,,,0,3,5,0,0,1,179,1,91,,,4
171234,529,0,6,19,3,5,,1,,,0,4,0,3,0,0,121,0,62,,,1
171235,427,0,13,11,0,0,,0,,,1,1,2,1,0,1,115,0,22,,,2
171236,5121,12,125,92,18,4,,11,,,3,47,50,12,4,6,965,4,689,,,6
171302,495,1,3,25,3,0,,0,,,1,7,4,2,0,2,81,0,90,,,0
171303,2286,23,44,52,8,4,,1,,,0,14,15,7,1,1,337,2,394,,,6
171304,684,4,5,17,2,0,,1,,,2,3,0,0,1,1,130,2,112,,,0
171305,574,1,7,6,0,1,,0,,,1,1,1,1,0,1,119,1,78,,,0
171310,806,2,17,10,1,0,,2,,,1,4,10,5,1,0,104,1,156,,,3
171311,1620,3,33,36,8,4,,2,,,3,11,11,7,1,0,277,0,234,,,4
171312,534,0,5,12,2,1,,1,,,2,3,9,1,1,1,124,1,84,,,1
171313,439,1,3,6,0,1,,0,,,1,0,2,1,1,0,105,1,82,,,0
171314,3411,23,87,65,11,9,,8,,,3,40,60,12,5,6,648,2,744,,,14
171315,731,0,15,18,3,1,,4,,,1,3,4,3,1,1,164,0,76,,,6
171316,1077,1,19,25,6,0,,1,,,2,2,12,5,2,0,164,0,210,,,1
171317,749,0,14,15,5,0,,1,,,0,7,5,4,0,1,92,2,155,,,6
171319,1299,2,19,21,0,0,,1,,,0,7,12,7,0,0,265,0,154,,,7
171320,481,0,7,6,1,0,,0,,,0,4,6,0,0,0,78,0,88,,,1
171401,1162,2,25,26,6,2,,3,,,1,5,19,3,3,0,172,0,192,,,5
171403,1594,4,46,41,8,2,,1,,,3,13,12,3,6,3,342,1,264,,,4
171404,1079,4,51,27,11,7,,6,,,3,17,19,3,0,2,251,2,228,,,3
171406,1695,3,45,39,5,0,,1,,,0,11,7,2,1,1,360,0,267,,,2
171409,2015,8,117,44,14,2,,9,,,4,12,55,8,1,1,385,5,404,,,13
171410,631,1,6,16,0,0,,0,,,0,2,5,0,0,0,104,0,44,,,3
171414,2684,15,141,41,20,21,,15,,,2,38,44,7,4,4,448,3,510,,,14
171415,3011,27,168,55,22,15,,21,,,5,52,76,4,1,2,679,0,617,,,10
171416,985,2,25,28,6,3,,1,,,0,6,8,4,1,0,197,4,227,,,7
171420,1675,9,85,23,9,7,,7,,,2,21,20,11,3,3,311,1,376,,,9
171426,1609,7,71,36,1,6,,4,,,2,10,19,2,1,1,274,1,320,,,8
171429,1777,10,62,44,11,9,,5,,,1,10,21,7,3,1,314,2,369,,,6
171431,2894,17,98,74,16,8,,17,,,3,34,36,7,2,0,499,3,513,,,14
171432,2693,15,105,78,20,12,,14,,,4,26,40,6,2,2,518,2,466,,,14
171433,1897,8,69,39,10,7,,9,,,2,14,14,4,2,1,385,0,314,,,5
171434,3511,23,119,99,22,10,,7,,,3,35,49,12,4,3,715,4,601,,,15
171435,956,0,18,12,4,2,,2,,,1,8,13,2,0,0,171,1,185,,,4
171436,960,3,18,31,5,1,,0,,,0,5,2,10,1,3,276,0,104,,,3
171437,1448,8,50,43,4,1,,1,,,2,7,16,4,2,1,261,0,207,,,6
171438,16030,105,972,323,105,97,,114,,,11,262,325,35,15,15,3348,6,3223,,,59
180101,333,0,14,27,0,3,1,1,,0,0,2,5,0,1,0,82,0,31,1,1,1
180104,257,0,3,14,0,0,0,0,,0,0,4,3,0,0,0,43,0,31,0,0,1
180106,406,1,19,9,2,2,0,0,,0,0,5,13,1,0,0,54,0,77,0,2,1
180107,593,0,20,30,0,0,0,0,,0,1,4,10,3,1,0,106,1,121,1,0,1
180109,256,1,8,26,1,0,0,0,,0,0,0,2,1,0,0,43,0,29,1,2,0
180110,239,0,11,42,0,0,0,0,,0,0,3,2,1,0,0,52,0,38,1,0,0
180111,167,0,3,14,1,0,0,0,,0,0,0,1,1,0,1,36,0,15,0,1,1
180114,672,1,15,27,0,0,0,1,,0,0,1,8,2,0,1,90,0,87,0,1,1
180115,560,1,14,33,0,0,0,1,,0,0,5,6,0,0,0,113,0,51,0,0,2
180118,192,1,1,8,0,1,0,1,,0,0,1,0,1,0,0,40,0,38,0,1,0
180120,1352,6,62,65,4,6,0,4,,3,0,10,49,5,1,0,259,4,198,6,1,6
180121,198,0,5,11,0,1,1,0,,0,0,0,0,2,1,0,50,6,33,0,0,0
180122,296,1,14,13,3,0,0,0,,0,0,4,5,2,1,0,50,1,41,0,1,2
180123,420,1,9,13,3,0,1,0,,0,0,3,16,8,0,0,43,1,91,2,1,2
180201,891,2,32,18,8,1,0,1,,3,2,10,12,1,0,4,180,0,148,0,0,2
180202,1422,1,47,32,9,2,0,3,,2,1,19,9,5,0,1,248,1,278,0,0,4
180204,2833,6,144,66,20,7,1,10,,3,4,31,37,10,6,8,447,4,500,3,2,7
180206,832,1,47,35,0,1,2,1,,0,0,9,1,7,2,0,143,0,88,1,2,1
180208,3162,6,150,66,20,6,1,8,,0,3,33,18,7,5,2,532,6,500,2,9,4
180301,257,0,1,10,2,0,0,0,,0,0,0,0,1,0,0,73,0,33,1,0,1
180303,361,0,9,8,1,0,0,1,,0,1,1,6,0,0,0,55,1,112,0,1,1
180304,4272,8,130,120,17,18,0,9,,3,4,52,54,7,3,4,883,6,670,0,3,17
180305,319,0,3,17,0,0,0,0,,0,0,3,0,0,2,0,101,0,37,0,0,0
180309,365,0,12,10,0,1,0,0,,1,0,1,5,0,3,0,65,0,80,1,2,0
180312,1823,6,33,59,5,4,0,1,,0,2,9,8,4,0,1,300,0,331,1,3,2
180313,1303,0,24,20,5,1,0,1,,1,1,4,9,1,0,1,212,0,174,2,2,0
180314,469,0,16,33,3,2,0,2,,0,0,5,1,2,2,0,79,1,66,0,0,1
180317,297,1,6,11,0,0,0,0,,0,0,2,2,3,2,0,74,1,42,1,0,0
180319,729,1,19,12,1,2,0,0,,1,0,3,4,0,1,0,124,3,131,2,1,0
180322,343,3,9,19,0,0,0,0,,0,0,0,2,1,0,1,84,1,40,0,1,3
180323,1302,3,25,33,7,3,0,1,,1,1,5,12,1,0,1,278,1,227,0,4,4
180324,513,0,9,27,1,0,0,3,,0,1,6,1,2,1,0,114,2,71,1,0,2
180325,801,4,15,8,2,0,0,0,,0,0,3,7,1,0,0,141,1,189,3,0,2
180326,518,2,18,37,0,0,1,1,,0,0,4,0,1,1,0,132,0,52,0,0,1
180327,734,1,19,18,2,1,0,0,,0,2,10,9,1,1,0,101,2,186,0,3,4
180403,2829,4,98,55,13,7,0,5,,1,1,21,29,4,2,0,396,6,657,2,1,12
180404,1060,1,31,29,4,3,1,1,,0,1,13,4,3,0,0,221,1,162,1,2,21
180405,555,1,7,38,2,1,0,0,,2,0,11,1,1,0,0,61,2,137,0,2,7
180406,527,0,21,23,0,1,0,0,,1,0,4,2,2,0,1,65,2,159,0,0,10
180408,358,0,5,8,0,0,0,2,,1,0,7,2,0,0,0,51,0,121,1,1,3
180409,1675,2,47,40,1,0,0,2,,3,0,5,16,6,3,1,331,1,346,1,2,12
180410,1237,4,40,27,8,3,0,2,,1,0,16,19,5,3,1,112,1,300,1,1,11
180412,1483,0,31,37,4,0,0,3,,0,0,11,13,5,2,0,153,2,292,5,1,12
180413,1539,4,35,19,5,3,1,3,,0,0,12,10,3,4,1,168,2,376,1,1,14
180414,2571,1,57,46,6,1,0,1,,2,0,34,18,10,3,3,304,3,547,0,0,27
180415,988,0,18,15,5,2,0,3,,1,0,24,12,3,2,1,133,2,223,1,2,11
180416,628,0,20,30,2,1,0,0,,0,0,6,2,3,2,1,168,3,140,1,1,3
180417,689,2,22,21,2,2,0,0,,0,0,4,3,0,2,0,79,1,247,2,0,6
180418,547,1,13,15,3,3,0,0,,0,0,3,4,2,0,0,113,0,175,0,0,1
180502,511,2,29,12,0,2,0,4,,0,0,6,57,5,1,0,51,0,96,0,1,3
180504,845,0,37,23,5,0,0,3,,0,0,9,10,3,2,0,172,1,181,0,2,3
180505,1702,1,48,33,3,3,0,1,,0,0,8,27,5,3,1,158,4,331,0,2,3
180507,884,1,31,25,1,4,0,2,,0,2,10,8,3,1,0,160,0,188,1,0,7
180508,407,1,24,29,0,0,0,0,,0,0,3,10,0,0,1,71,2,82,0,1,2
180509,340,0,8,14,2,0,0,1,,0,0,2,2,1,1,1,55,0,38,0,0,2
180510,704,0,22,19,5,0,0,1,,0,0,2,13,1,1,0,167,1,130,2,0,1
180511,452,3,15,32,5,0,0,1,,1,1,3,2,3,4,0,101,0,79,0,1,4
180516,881,1,23,47,12,0,0,0,,0,1,7,9,2,2,0,108,1,142,1,0,5
180517,1410,3,52,60,8,0,0,1,,0,1,8,5,2,1,2,249,1,272,2,1,4
180519,157,0,5,11,1,5,0,0,,0,0,0,0,0,0,1,14,1,39,0,0,1
180520,787,1,18,16,2,4,0,1,,0,0,14,11,6,3,0,105,0,189,1,0,4
180523,361,2,15,35,4,0,0,0,,1,0,1,1,1,1,0,48,2,86,0,0,5
180524,682,1,23,27,8,1,0,3,,0,0,13,8,3,2,1,152,1,119,0,0,6
180525,11339,29,580,351,115,42,0,34,,6,5,129,246,35,8,8,1988,11,2230,3,10,38
180526,676,5,33,21,7,2,0,3,,0,1,3,14,2,0,0,105,0,155,0,0,4
180527,988,0,43,31,7,1,2,2,,0,1,13,9,1,2,0,234,1,192,0,2,6
180528,996,2,18,27,9,4,0,2,,0,0,5,12,2,0,0,122,1,235,1,0,1
180601,466,4,19,11,3,0,0,0,,1,0,9,4,1,0,1,84,1,101,0,0,0
180602,806,4,30,13,5,1,0,4,,0,1,10,11,3,1,2,108,1,193,2,1,2
180605,892,5,38,27,4,0,0,1,,0,0,8,6,3,2,0,175,2,169,0,1,6
180606,962,4,26,32,3,1,0,3,,4,1,4,4,2,7,2,124,0,172,0,1,1
180607,1371,10,66,40,1,3,1,4,,2,0,8,15,6,2,1,198,0,311,0,2,6
180608,264,3,3,6,0,0,0,0,,0,0,2,2,1,1,1,48,0,47,0,1,0
180614,487,0,28,8,2,0,0,0,,0,1,3,2,0,2,1,64,0,152,0,3,3
180616,195,1,5,8,0,0,0,0,,0,0,2,4,0,1,1,40,0,36,0,0,0
180619,9350,49,354,157,61,28,2,32,,10,4,115,148,25,10,8,1345,7,2040,1,8,21
180620,839,1,26,15,3,1,0,0,,0,2,14,8,1,0,0,152,2,185,1,0,1
180621,1207,4,34,22,7,1,1,2,,14,1,10,11,4,2,1,163,4,290,3,0,3
180622,1293,8,22,40,13,0,1,5,,1,2,13,6,1,0,1,232,2,213,0,3,2
180702,1240,1,20,18,3,3,0,1,,0,0,8,15,2,2,1,178,1,193,0,2,6
180703,563,9,20,18,1,1,0,0,,0,1,4,2,1,0,1,99,0,85,0,1,2
180705,196,1,1,9,0,0,0,1,,0,0,2,4,0,0,0,28,0,37,1,0,1
180706,351,0,4,12,0,0,0,0,,1,0,0,5,2,1,1,62,0,50,1,0,0
180707,528,2,13,16,1,0,0,0,,0,0,3,2,2,1,0,85,0,77,0,0,3
180708,295,0,5,10,3,0,0,0,,0,0,4,1,2,2,0,38,0,30,0,1,0
180709,958,4,31,53,5,3,0,0,,0,0,6,13,6,1,2,176,0,151,0,1,0
180710,2844,13,78,116,13,3,0,10,,2,2,33,41,8,2,2,341,1,516,1,3,9
180713,334,3,14,22,3,0,0,0,,0,0,4,12,1,0,0,42,0,71,0,0,2
180716,608,0,21,18,2,0,0,0,,0,0,5,3,4,2,1,102,1,122,1,0,1
180717,149,0,1,3,0,0,0,0,,0,0,2,0,0,0,0,30,1,19,1,0,0
180719,499,0,9,28,4,0,1,0,,1,0,2,2,0,1,0,106,0,79,0,1,0
180720,414,2,6,12,2,0,0,0,,0,0,1,1,0,1,0,70,0,56,2,0,0
180721,238,1,6,9,0,2,0,2,,0,0,6,3,0,1,1,38,0,45,0,0,1
180722,549,2,14,33,0,1,0,0,,2,0,2,3,3,0,0,93,1,77,1,1,2
180723,624,1,5,41,1,0,0,3,,0,0,4,4,1,1,0,132,1,86,0,0,2
180802,288,0,8,4,0,0,0,1,,0,0,1,0,0,0,0,47,0,88,0,0,0
180804,1076,1,36,30,4,1,0,1,,0,0,10,3,3,2,2,189,1,166,3,1,4
180805,436,0,18,5,1,0,0,2,,0,1,9,4,1,0,0,62,0,104,0,0,0
180807,917,1,27,32,1,0,0,1,,3,0,2,4,4,1,1,162,2,111,1,3,7
180808,2064,7,94,68,7,7,0,2,,0,1,15,11,4,3,2,428,2,300,0,3,2
180809,369,0,9,10,1,0,1,1,,0,0,0,3,1,0,0,60,0,84,0,0,3
180811,3505,9,183,68,11,6,1,8,,3,1,30,48,5,3,2,546,1,824,2,1,13
180901,3131,14,221,79,11,5,3,10,,0,8,61,80,9,6,0,420,8,566,3,4,18
180903,4252,16,206,97,28,10,14,12,,6,1,59,59,11,3,3,601,4,756,1,5,20
180905,1143,1,42,42,4,0,1,2,,2,1,12,11,2,2,0,162,3,180,0,2,1
180906,653,1,34,16,6,0,0,2,,1,0,9,2,2,1,0,143,1,119,0,3,1
180908,702,1,24,24,3,1,1,1,,0,1,9,26,3,0,0,82,0,160,0,0,3
180910,1401,3,47,39,7,3,2,2,,0,2,11,15,2,1,1,210,1,294,0,2,3
180911,1534,3,51,45,10,2,4,2,,0,0,22,9,3,2,1,208,2,330,1,1,2
181002,1259,1,65,50,4,3,0,4,,0,8,9,16,5,0,1,250,2,172,2,2,7
181005,1088,5,41,43,8,6,0,5,,0,6,12,25,3,3,1,217,0,160,0,2,8
181007,834,0,33,27,4,2,0,2,,0,2,5,4,0,0,0,173,1,209,2,1,7
181008,472,2,14,16,0,1,0,0,,0,0,9,3,1,0,0,114,2,83,0,0,1
181009,677,2,34,26,2,2,2,2,,0,3,7,8,1,0,0,154,1,119,0,0,3
181013,623,2,24,26,1,1,1,1,,1,3,6,6,2,1,4,200,0,61,0,0,3
181014,578,0,19,22,1,1,0,1,,0,4,3,8,1,2,1,125,2,146,2,1,3
181015,3352,14,165,119,14,7,0,7,,2,15,49,45,8,5,6,681,2,550,1,1,28
181102,892,2,20,20,3,2,0,1,,0,0,10,8,2,1,0,167,1,124,1,3,0
181103,462,2,19,22,2,0,0,2,,0,1,3,7,3,5,2,76,0,86,0,2,0
181104,378,2,11,12,1,0,0,0,,0,0,1,4,0,2,0,46,1,120,0,0,7
181105,1924,7,68,49,10,4,0,2,,0,2,23,34,3,5,3,284,1,488,0,0,2
181106,219,0,7,9,1,1,0,0,,0,0,0,1,1,0,0,46,0,46,0,1,0
181109,1733,6,45,46,6,3,0,5,,0,1,8,19,11,2,2,255,3,402,3,1,6
181110,243,1,9,10,1,3,0,0,,0,0,1,15,1,1,0,34,0,37,1,0,1
181111,756,0,10,7,0,0,0,0,,0,0,5,3,4,2,0,109,0,162,0,1,1
181112,267,0,5,7,0,0,0,0,,0,0,0,1,1,0,0,31,0,89,0,1,0
181114,442,0,10,23,7,0,0,0,,0,0,2,0,1,0,0,110,0,84,0,1,4
181115,337,1,9,12,1,0,0,0,,0,0,2,0,0,0,0,83,1,62,1,0,0
181202,317,1,9,5,0,0,0,0,,0,0,7,5,0,2,0,65,0,55,0,0,0
181203,156,0,7,1,0,0,0,0,,0,0,0,0,1,1,0,36,1,34,0,0,1
181207,342,0,8,10,0,1,0,2,,0,2,2,0,0,0,0,67,0,61,1,0,1
181208,334,2,6,8,0,0,0,0,,0,0,7,2,0,2,1,48,1,51,0,0,1
181209,278,0,13,14,1,0,0,0,,0,0,0,1,0,0,0,98,0,29,0,0,0
181210,416,1,8,4,0,0,0,0,,0,0,1,4,0,0,0,74,0,45,0,0,2
181211,1157,2,37,31,2,3,0,2,,2,1,4,13,3,0,1,167,0,194,1,0,9
181302,775,2,20,13,5,1,1,0,,1,0,2,8,2,1,0,99,0,106,0,5,1
181303,725,0,19,17,3,1,0,1,,0,0,4,8,0,2,1,162,1,170,0,0,2
181310,462,1,11,7,0,0,0,0,,0,0,4,0,2,1,0,80,0,133,0,0,2
181311,2901,5,104,79,7,6,0,3,,3,0,38,24,6,5,2,464,4,668,6,0,10
181312,662,2,19,25,4,0,0,2,,1,0,5,5,0,0,0,185,1,137,1,0,8
181313,731,1,9,17,3,0,0,0,,0,0,5,3,3,0,0,115,1,123,0,1,1
181314,1574,3,30,37,2,5,1,1,,2,2,2,4,3,0,0,219,0,254,0,0,3
181316,1238,2,41,33,2,2,2,4,,0,1,8,6,2,0,0,219,0,444,0,0,10
181317,361,4,11,11,0,2,0,0,,0,0,0,3,2,1,0,90,1,88,1,1,1
181318,638,0,19,15,3,0,0,0,,0,0,2,2,2,1,1,98,2,253,0,0,5
181319,324,0,9,22,0,1,0,1,,1,0,0,0,1,0,0,62,1,101,0,0,4
181403,814,3,39,14,3,4,1,1,,0,1,6,9,1,1,0,138,0,217,0,0,2
181405,992,1,34,25,3,1,1,0,,2,0,11,7,0,0,1,207,0,187,2,3,5
181406,1832,8,71,35,3,0,0,5,,0,0,15,24,7,3,1,309,3,314,1,3,2
181410,1516,2,57,39,5,6,1,3,,0,2,16,8,5,4,1,273,2,282,0,0,2
181411,4103,20,172,103,27,13,2,15,,4,4,48,28,5,8,5,716,5,708,2,8,9
181412,1273,2,47,38,2,3,0,2,,4,3,12,11,3,1,3,231,0,238,1,4,3
181501,383,0,7,5,1,0,0,0,,1,1,1,7,2,1,0,97,2,72,0,2,0
181502,1082,0,30,21,0,0,0,0,,2,1,11,3,1,0,0,137,2,182,0,0,16
181504,352,0,12,12,0,0,1,1,,0,1,1,2,1,1,0,70,1,67,0,2,8
181505,536,1,19,13,1,1,0,0,,0,0,3,3,0,0,0,142,0,69,0,0,1
181507,471,0,7,13,1,0,0,0,,0,0,1,1,1,2,0,91,0,88,0,1,0
181509,380,2,11,17,0,2,0,0,,1,0,0,1,2,0,0,115,1,74,0,0,8
181511,396,0,13,8,0,0,0,0,,0,0,1,3,6,1,0,53,0,55,0,0,1
181512,220,0,13,13,0,0,1,1,,2,0,3,3,2,0,0,37,0,36,0,1,0
181515,1999,4,85,54,7,5,0,2,,1,1,22,28,6,3,2,425,3,293,0,0,10
181516,583,2,12,22,0,2,0,0,,0,0,4,1,0,1,0,116,0,106,2,4,1
181517,395,1,12,10,1,0,0,0,,0,0,6,0,2,0,1,118,2,44,1,1,2
181602,478,4,16,10,2,2,0,3,,0,1,9,3,1,0,1,110,0,112,0,0,4
181606,779,2,30,35,3,2,0,0,,1,4,8,8,3,3,2,173,0,132,1,2,4
181607,649,0,11,12,1,2,0,3,,1,0,0,11,2,0,1,78,1,146,0,2,3
181608,695,1,16,12,1,0,0,1,,0,0,3,4,4,0,0,133,1,147,0,0,2
181609,719,0,30,32,3,0,0,0,,0,0,11,10,2,2,0,154,1,142,2,1,0
181612,370,1,16,8,2,3,0,0,,2,0,4,2,2,0,1,60,0,101,0,0,3
181615,937,0,34,29,2,1,0,1,,0,0,11,8,3,5,1,146,2,214,0,0,8
181616,944,2,35,18,1,1,0,1,,0,1,7,14,1,1,0,163,1,246,2,2,3
181617,728,7,18,22,3,1,0,0,,1,1,10,3,5,1,0,154,4,145,0,0,0
181619,841,3,31,32,1,3,2,2,,0,0,8,11,4,0,2,177,1,215,1,2,5
181620,1429,3,69,31,8,3,0,2,,2,2,12,9,6,3,1,222,2,292,0,0,9
181621,1396,1,50,26,4,4,0,2,,0,3,22,12,6,2,1,217,2,290,1,1,10
181622,298,0,8,4,2,0,0,0,,0,0,3,2,0,0,0,49,0,84,0,1,0
181623,5064,24,250,115,19,22,0,18,,3,7,54,125,14,9,5,867,4,1118,8,4,20
181702,432,15,18,31,3,0,0,0,,1,0,3,1,1,3,1,93,0,48,0,1,3
181704,2722,5,42,112,10,5,1,3,,0,0,12,14,8,3,5,501,1,276,0,2,10
181706,1299,11,39,43,18,2,1,2,,2,0,8,13,3,3,1,199,0,147,1,0,8
181707,990,3,32,33,4,2,0,1,,0,1,9,6,3,2,2,150,1,210,2,0,3
181709,1330,2,54,49,13,0,0,3,,1,2,11,10,5,4,4,312,1,203,1,1,6
181710,4164,16,156,128,29,15,2,11,,5,3,36,56,5,3,5,765,2,515,1,1,14
